owner_mode	owner_genre	recipe_id	recipe_name	identity_ordinal	P_level	raw_candidate_count	effective_candidate_count	raw_effective_reconciliation	selected_archetype_id	selected_archetype_name	weight_provenance	reachability_state	RhythmFamily	structural_signature	structural_minmax_summary	materialized_signature	bass_identity	chord_identity	melodic_identity	motif_identity	secondary_role	phrase_law_metadata	effective_density	selection_seed	realization_seed	contract_id	contract_status	contract_scope	contract_quantifier	expected_witness	actual_witness	evaluation	reason	offending_stage
0	Acid	0	BASE	1	P1	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	9a8d72a3	9	3	10	1	1	1	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	1	P2	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	ce15adf9	9	3	10	1	1	1	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	1	P3	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	ce15adf9	9	3	10	1	1	1	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	2	P1	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	4b088d36	5	6	4	5	1	0	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	2	P2	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	a412229c	5	6	4	5	1	0	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	2	P3	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	a412229c	5	6	4	5	1	0	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	3	P1	4	4	IDENTICAL	406	rolling_acid	110	AUTO_OBSERVED	FourFloor	76ccff76	0:4-4,1:2-2,2:2-4,3:0-2,4:0-2,5:2-10	291c1027	5	6	3	2	1	1	19	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	3	P2	4	4	IDENTICAL	406	rolling_acid	110	AUTO_OBSERVED	FourFloor	76ccff76	0:4-4,1:2-2,2:2-4,3:0-2,4:0-2,5:2-10	7bab2361	5	6	3	2	1	1	19	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	3	P3	4	4	IDENTICAL	406	rolling_acid	110	AUTO_OBSERVED	FourFloor	76ccff76	0:4-4,1:2-2,2:2-4,3:0-2,4:0-2,5:2-10	ad1230c7	5	6	3	2	1	1	19	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	4	P1	4	4	IDENTICAL	406	rolling_acid	110	AUTO_OBSERVED	FourFloor	76ccff76	0:4-4,1:2-2,2:2-4,3:0-2,4:0-2,5:2-10	fd797599	7	4	8	2	1	0	19	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	4	P2	4	4	IDENTICAL	406	rolling_acid	110	AUTO_OBSERVED	FourFloor	76ccff76	0:4-4,1:2-2,2:2-4,3:0-2,4:0-2,5:2-10	af2de37f	7	4	8	2	1	0	19	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	4	P3	4	4	IDENTICAL	406	rolling_acid	110	AUTO_OBSERVED	FourFloor	76ccff76	0:4-4,1:2-2,2:2-4,3:0-2,4:0-2,5:2-10	7a6aba39	7	4	8	2	1	0	19	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	5	P1	4	4	IDENTICAL	406	rolling_acid	110	AUTO_OBSERVED	FourFloor	76ccff76	0:4-4,1:2-2,2:2-4,3:0-2,4:0-2,5:2-10	e1109af1	9	6	3	5	1	2	19	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	5	P2	4	4	IDENTICAL	406	rolling_acid	110	AUTO_OBSERVED	FourFloor	76ccff76	0:4-4,1:2-2,2:2-4,3:0-2,4:0-2,5:2-10	406591fb	9	6	3	5	1	2	19	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	5	P3	4	4	IDENTICAL	406	rolling_acid	110	AUTO_OBSERVED	FourFloor	76ccff76	0:4-4,1:2-2,2:2-4,3:0-2,4:0-2,5:2-10	8d323d11	9	6	3	5	1	2	19	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	6	P1	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	14e6e87b	5	4	10	5	1	1	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	6	P2	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	f1d3485d	5	4	10	5	1	1	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	6	P3	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	f1d3485d	5	4	10	5	1	1	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	7	P1	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	fcef0279	9	4	10	2	1	0	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	7	P2	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	33b54806	9	4	10	2	1	0	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	7	P3	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	ce15adf9	9	4	10	2	1	0	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	8	P1	4	4	IDENTICAL	408	sparse_acid	90	AUTO_OBSERVED	SparsePulse	f6e7563b	0:2-3,1:2-2,2:2-4,3:0-1,4:0-1,5:2-4	e3b56e7b	7	4	10	1	1	1	14	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	8	P2	4	4	IDENTICAL	408	sparse_acid	90	AUTO_OBSERVED	SparsePulse	f6e7563b	0:2-3,1:2-2,2:2-4,3:0-1,4:0-1,5:2-4	ab200918	7	4	10	1	1	1	14	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	8	P3	4	4	IDENTICAL	408	sparse_acid	90	AUTO_OBSERVED	SparsePulse	f6e7563b	0:2-3,1:2-2,2:2-4,3:0-1,4:0-1,5:2-4	6311c811	7	4	10	1	1	1	14	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	9	P1	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	57e7dd0d	7	4	10	2	1	2	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	9	P2	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	44971af3	7	4	10	2	1	2	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	9	P3	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	44971af3	7	4	10	2	1	2	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	10	P1	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	af2de37f	7	9	8	5	1	2	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	10	P2	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	7a6aba39	7	9	8	5	1	2	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	10	P3	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	7a6aba39	7	9	8	5	1	2	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	11	P1	4	4	IDENTICAL	406	rolling_acid	110	AUTO_OBSERVED	FourFloor	76ccff76	0:4-4,1:2-2,2:2-4,3:0-2,4:0-2,5:2-10	879e8153	7	3	10	5	1	1	19	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	11	P2	4	4	IDENTICAL	406	rolling_acid	110	AUTO_OBSERVED	FourFloor	76ccff76	0:4-4,1:2-2,2:2-4,3:0-2,4:0-2,5:2-10	57e7dd0d	7	3	10	5	1	1	19	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	11	P3	4	4	IDENTICAL	406	rolling_acid	110	AUTO_OBSERVED	FourFloor	76ccff76	0:4-4,1:2-2,2:2-4,3:0-2,4:0-2,5:2-10	44971af3	7	3	10	5	1	1	19	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	12	P1	4	4	IDENTICAL	407	syncopated_acid	100	AUTO_OBSERVED	MachineSyncopation	b98543fa	0:2-4,1:2-2,2:4-6,3:0-2,4:0-3,5:3-8	d98613fe	2	3	8	1	1	2	21	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	12	P2	4	4	IDENTICAL	407	syncopated_acid	100	AUTO_OBSERVED	MachineSyncopation	b98543fa	0:2-4,1:2-2,2:4-6,3:0-2,4:0-3,5:3-8	56a108eb	2	3	8	1	1	2	21	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	12	P3	4	4	IDENTICAL	407	syncopated_acid	100	AUTO_OBSERVED	MachineSyncopation	b98543fa	0:2-4,1:2-2,2:4-6,3:0-2,4:0-3,5:3-8	7b169778	2	3	8	1	1	2	21	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	13	P1	4	4	IDENTICAL	408	sparse_acid	90	AUTO_OBSERVED	SparsePulse	f6e7563b	0:2-3,1:2-2,2:2-4,3:0-1,4:0-1,5:2-4	2aaf0cb3	7	4	4	3	1	2	14	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	13	P2	4	4	IDENTICAL	408	sparse_acid	90	AUTO_OBSERVED	SparsePulse	f6e7563b	0:2-3,1:2-2,2:2-4,3:0-1,4:0-1,5:2-4	5114622b	7	4	4	3	1	2	14	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	13	P3	4	4	IDENTICAL	408	sparse_acid	90	AUTO_OBSERVED	SparsePulse	f6e7563b	0:2-3,1:2-2,2:2-4,3:0-1,4:0-1,5:2-4	6211c67e	7	4	4	3	1	2	14	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	14	P1	4	4	IDENTICAL	407	syncopated_acid	100	AUTO_OBSERVED	MachineSyncopation	b98543fa	0:2-4,1:2-2,2:4-6,3:0-2,4:0-3,5:3-8	5b36e484	2	3	8	5	1	2	21	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	14	P2	4	4	IDENTICAL	407	syncopated_acid	100	AUTO_OBSERVED	MachineSyncopation	b98543fa	0:2-4,1:2-2,2:4-6,3:0-2,4:0-3,5:3-8	38937d8b	2	3	8	5	1	2	21	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	14	P3	4	4	IDENTICAL	407	syncopated_acid	100	AUTO_OBSERVED	MachineSyncopation	b98543fa	0:2-4,1:2-2,2:4-6,3:0-2,4:0-3,5:3-8	7b169778	2	3	8	5	1	2	21	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	15	P1	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	a6c4002e	5	9	4	5	1	2	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	15	P2	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	a412229c	5	9	4	5	1	2	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	15	P3	4	4	IDENTICAL	405	straight_acid	120	AUTO_OBSERVED	FourFloor	5cd43775	0:4-4,1:2-2,2:4-4,3:0-2,4:0-2,5:5-8	a412229c	5	9	4	5	1	2	20	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	16	P1	4	4	IDENTICAL	407	syncopated_acid	100	AUTO_OBSERVED	MachineSyncopation	b98543fa	0:2-4,1:2-2,2:4-6,3:0-2,4:0-3,5:3-8	b5ba97e0	7	6	10	2	1	2	21	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	16	P2	4	4	IDENTICAL	407	syncopated_acid	100	AUTO_OBSERVED	MachineSyncopation	b98543fa	0:2-4,1:2-2,2:4-6,3:0-2,4:0-3,5:3-8	3f1fb755	7	6	10	2	1	2	21	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	16	P3	4	4	IDENTICAL	407	syncopated_acid	100	AUTO_OBSERVED	MachineSyncopation	b98543fa	0:2-4,1:2-2,2:4-6,3:0-2,4:0-3,5:3-8	cefc10f9	7	6	10	2	1	2	21	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	17	P1	4	4	IDENTICAL	408	sparse_acid	90	AUTO_OBSERVED	SparsePulse	f6e7563b	0:2-3,1:2-2,2:2-4,3:0-1,4:0-1,5:2-4	27e66e56	9	9	4	3	1	2	14	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	17	P2	4	4	IDENTICAL	408	sparse_acid	90	AUTO_OBSERVED	SparsePulse	f6e7563b	0:2-3,1:2-2,2:2-4,3:0-1,4:0-1,5:2-4	93320281	9	9	4	3	1	2	14	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	17	P3	4	4	IDENTICAL	408	sparse_acid	90	AUTO_OBSERVED	SparsePulse	f6e7563b	0:2-3,1:2-2,2:2-4,3:0-1,4:0-1,5:2-4	871e6f04	9	9	4	3	1	2	14	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	18	P1	4	4	IDENTICAL	407	syncopated_acid	100	AUTO_OBSERVED	MachineSyncopation	b98543fa	0:2-4,1:2-2,2:4-6,3:0-2,4:0-3,5:3-8	ad0eb531	5	6	8	5	1	2	21	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	18	P2	4	4	IDENTICAL	407	syncopated_acid	100	AUTO_OBSERVED	MachineSyncopation	b98543fa	0:2-4,1:2-2,2:4-6,3:0-2,4:0-3,5:3-8	e82e06c4	5	6	8	5	1	2	21	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	18	P3	4	4	IDENTICAL	407	syncopated_acid	100	AUTO_OBSERVED	MachineSyncopation	b98543fa	0:2-4,1:2-2,2:4-6,3:0-2,4:0-3,5:3-8	ffde0567	5	6	8	5	1	2	21	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
0	Acid	0	BASE	19	P1	4	4	IDENTICAL	408	sparse_acid	90	AUTO_OBSERVED	SparsePulse	f6e7563b	0:2-3,1:2-2,2:2-4,3:0-1,4:0-1,5:2-4	4109586c	2	6	10	2	1	1	14	286314108	286314108	I6-REVIEW-RHYTHM-OWNERSHIP	REVIEW_REQUIRED	rhythm admission	not established	NOT_ASSESSED	OBSERVED_STRUCTURE_ONLY	UNKNOWN	no applicable PROVEN owner admission contract in I6	UNKNOWN_STAGE
