row_index	genre_id	genre_key	genre_display	recipe_id	recipe_name	is_base	rhythms	feels	bass	chord	progressions	melodic	motifs	phrases	bpm_min	bpm_max	bpm_suggested	grid_steps	density_min	density_max	secondary_role	strong_rhythm_route	bass_allowed_contours_mask	bass_allowed_contours	bass_preferred_contours_mask	bass_preferred_contours	bass_allowed_articulations_mask	bass_allowed_articulations	bass_preferred_articulations_mask	bass_preferred_articulations	melodic_allowed_rhythm_ops_mask	melodic_allowed_rhythm_ops	melodic_preferred_rhythm_ops_mask	melodic_preferred_rhythm_ops	melodic_allowed_contours_mask	melodic_allowed_contours	melodic_preferred_contours_mask	melodic_preferred_contours	melodic_allowed_motif_ops_mask	melodic_allowed_motif_ops	melodic_preferred_motif_ops_mask	melodic_preferred_motif_ops	bass_register_min	bass_register_max	bass_register_max_leap	secondary_register_min	secondary_register_max	secondary_register_max_leap	legacy_params	legacy_drum_source	legacy_drum_template	legacy_behavior	legacy_timbre	atlas_backed	atlas_recipe_id	atlas_display_name	atlas_bpm	atlas_swing_percent	atlas_variation_count	exact_base	tonal_source	composition_support	composition_weighted	composition_support_fingerprint	composition_weighted_fingerprint	corridor_payload	corridor_fingerprint	role_fingerprint	tonal_payload	tonal_payload_fingerprint	rhythm_payload_fingerprint	canonical_drum_payload	canonical_drum_fingerprint	legacy_params_fingerprint	legacy_drum_fingerprint	legacy_behavior_fingerprint	legacy_timbre_fingerprint	atlas_metadata_payload	atlas_metadata_fingerprint	atlas_corridor_relation	primary_static_fingerprint	full_trace_fingerprint	classification_vs_base	changed_domains_vs_base	legacy_trace_changes_vs_base	runtime_trace_changes_vs_base	single_option_axes
0	0	Acid	Acid	0	BASE	1	405:straight_acid@120;406:rolling_acid@110;407:syncopated_acid@100;408:sparse_acid@90	0:STRAIGHT@120;3:PUSH/PULL@45	2:KICK LOCK@70;5:OFFBEAT PUSH@90;7:ROLLING DRIVE@110;9:SYNCOPATED HOOK@75	3:HALF BAR CHANGE@75;4:OFFBEAT STAB@110;6:ANTICIPATED CHANGE@85;9:SYNCOPATED COMP@70	1:STATIC MODAL@190;2:PEDAL DRONE@35	3:TWO-NOTE HOOK@80;4:PICKUP PHRASE@85;8:SYNCOPATED MOTIF@110;10:REPEATED CELL@100	1:SOURCE ORDER@70;2:TWO-NOTE CELL@110;3:MIRROR@65;5:PIVOT@90	2:LOOP/2bar@55;20:REPEAT/REPLY/4bar@100;36:DEVELOP/RETURN/4bar@120	118	150	132	16	6	14	Melodic	AcidBase	0x01f6	ROOT ANCHOR;ROOT/FIFTH;NEIGHBOR RETURN;STEP APPROACH;LEAP RETURN;ROOT/FIFTH/NEIGHBOR;PEDAL TURN	0x00f0	NEIGHBOR RETURN;STEP APPROACH;LEAP RETURN;ROOT/FIFTH/NEIGHBOR	0x0002	PLAIN	0x0000	NONE	0x0002	PRESERVE	0x0000	NONE	0x0382	STATIC;NEIGHBOR;REPEAT THEN UP;REPEAT THEN DOWN	0x0082	STATIC;NEIGHBOR	0x0002	NONE	0x0000	NONE	24	47	23	48	71	16	minNotes=8|maxNotes=14|minOctave=36|maxOctave=72|slide=0.400000|accent=0.500000|gate=0.800000|swing=0.000000|microTiming=0.100000|velocityMin=85|velocityMax=120|preferDownbeats=0|allowRepeats=1|rootBias=0.250000|ghost=0.100000|chromatic=0.150000|sparseKick=0|sparseHats=0|noAccents=0|fill=0.600000|drumSyncopation=0.200000|drumPreferOffbeat=0|drumVoiceCount=8	BASE_MODE_TEMPLATE	kickMask=0x8888|snareMask=0x0808|hatMask=0xffff|openHatMask=0x2222|kickGhost=0.150000|snareGhost=0.100000|hatVariation=0.350000|kickVelocity=116|snareVelocity=109|hatVelocity=96|useRim=1|useClap=1	stepMask=0xffff|motifLength=4|preferredScale=1|useMotif=1|allowChromatic=1|forceOctaveJump=1|avoidClusters=0	osc=0.000000|cutoff=0.550000|resonance=0.350000|envAmount=0.850000|envDecay=0.350000	0	NONE	NONE	0	0	0	0a2a6211ef00dcf2214dfd4704b6c34b424b1c9d	kAcidProfile	rhythms=405,406,407,408|feels=0,3|bass=2,5,7,9|chord=3,4,6,9|progressions=1,2|melodic=3,4,8,10|motifs=1,2,3,5|phrases=2,20,36	rhythms=405@120,406@110,407@100,408@90|feels=0@120,3@45|bass=2@70,5@90,7@110,9@75|chord=3@75,4@110,6@85,9@70|progressions=1@190,2@35|melodic=3@80,4@85,8@110,10@100|motifs=1@70,2@110,3@65,5@90|phrases=2@55,20@100,36@120	b63a4b55b6358cdc9b26090fd0add4f87e480c992b88ea73c591370d1cbe1b62	25305a082f22b8340e6504791e0faee0049d338afe93da0eb6950dd43a56bc6d	bpm=118:132:150|grid=16|density=6:14	fa910fe1455351778a38363a9f6fc2967393cdfd494817c4179ea7e624a6b590	9f3c0de140688689933e6406b2fdec1bc35a0cc468c4a1f70bea761ad40cdbf0	bass_allowed_contours_mask=0x01f6|bass_preferred_contours_mask=0x00f0|bass_allowed_articulations_mask=0x0002|bass_preferred_articulations_mask=0x0000|melodic_allowed_rhythm_ops_mask=0x0002|melodic_preferred_rhythm_ops_mask=0x0000|melodic_allowed_contours_mask=0x0382|melodic_preferred_contours_mask=0x0082|melodic_allowed_motif_ops_mask=0x0002|melodic_preferred_motif_ops_mask=0x0000|bass_register_min=24|bass_register_max=47|bass_register_max_leap=23|secondary_register_min=48|secondary_register_max=71|secondary_register_max_leap=16	bb3bca5533d5ac6507a15b510c185fc9bb9ae2dfb20d95ce9c5860b9d78c2fd8	3f8fa002b9840f6544a436269f30e5ee738d64a955f2d0486436560016a839d8	rhythms=120@8472e7ee9e0758787d6f9d1c7d968dbc09a3dfa939353a6809c6e89b21f428a9|110@d066bb41ef7e41bf04bc9bbb4532c8002c7f43d54418583754fcc3c0bdb78977|100@cddc2d02365582405e368741d611c25d960a1e1d8e05059afa6bb2e3f99c928d|90@056302ee081226bdb7b6b966f8a13a032bd9030d864a7da793dea2e893fd6259	3d34efe31805abbd37b5011c4b5e5d68439c9c72cd2befd88588b9bc7722ec31	bdceec7b3b8799964b223ca511fd6ba9ff04625d759b34d61ae74dfeecb92f68	b4a46a38eb254a38b185925a7a0762077267b7eb51b7b389d88e1f11ba6eddab	ea2d5a3b69e28b3eda5d4561f1418c4723fe8d6279df60b59c23787dccb86c03	9f6c7eb54772be251ad319687b068d3a577eea3de78927c01be79a37ba3d65e1	backed=0|recipe=NONE|display=NONE|bpm=0|swing=0|variations=0	9e4a5a9f8b4359a1b43f86367ad5c05e1a41e02c5d380972712b52d1bd0fdebd	NOT_ATLAS_BACKED	55898004bfe8847d0583b5524fda77479e170c33c2c91ad988d5b50a3d4c2d0c	f02351eb96c656f032954f22af3dd68ee14ba9f1f1045f1b044f53bc8e4d22bd	BASE	NONE	NONE	NONE	tonal.bass_articulation=PLAIN;tonal.melodic_rhythm_operation=PRESERVE;tonal.melodic_motif_operation=NONE
1	0	Acid	Acid	6	Chicago Jack	0	405:straight_acid@120;408:sparse_acid@100	0:STRAIGHT@120;3:PUSH/PULL@45	2:KICK LOCK@70;5:OFFBEAT PUSH@90;7:ROLLING DRIVE@110;9:SYNCOPATED HOOK@75	3:HALF BAR CHANGE@75;4:OFFBEAT STAB@110;6:ANTICIPATED CHANGE@85;9:SYNCOPATED COMP@70	1:STATIC MODAL@190;2:PEDAL DRONE@35	3:TWO-NOTE HOOK@80;4:PICKUP PHRASE@85;8:SYNCOPATED MOTIF@110;10:REPEATED CELL@100	1:SOURCE ORDER@70;2:TWO-NOTE CELL@110;3:MIRROR@65;5:PIVOT@90	1:LOOP/1bar@65;2:LOOP/2bar@110;20:REPEAT/REPLY/4bar@70	118	132	124	16	6	13	Melodic	ChicagoJack	0x01f6	ROOT ANCHOR;ROOT/FIFTH;NEIGHBOR RETURN;STEP APPROACH;LEAP RETURN;ROOT/FIFTH/NEIGHBOR;PEDAL TURN	0x00f0	NEIGHBOR RETURN;STEP APPROACH;LEAP RETURN;ROOT/FIFTH/NEIGHBOR	0x0002	PLAIN	0x0000	NONE	0x0002	PRESERVE	0x0000	NONE	0x0382	STATIC;NEIGHBOR;REPEAT THEN UP;REPEAT THEN DOWN	0x0082	STATIC;NEIGHBOR	0x0002	NONE	0x0000	NONE	24	47	23	48	71	16	minNotes=8|maxNotes=13|minOctave=36|maxOctave=72|slide=0.400000|accent=0.500000|gate=0.800000|swing=0.020000|microTiming=0.040000|velocityMin=76|velocityMax=122|preferDownbeats=0|allowRepeats=1|rootBias=0.580000|ghost=0.040000|chromatic=0.080000|sparseKick=0|sparseHats=0|noAccents=0|fill=0.350000|drumSyncopation=0.200000|drumPreferOffbeat=0|drumVoiceCount=8	RECIPE_OVERRIDE	kickMask=0x8888|snareMask=0x0808|hatMask=0x2222|openHatMask=0x0202|kickGhost=0.040000|snareGhost=0.040000|hatVariation=0.180000|kickVelocity=122|snareVelocity=102|hatVelocity=82|useRim=0|useClap=1	stepMask=0xffff|motifLength=4|preferredScale=1|useMotif=1|allowChromatic=1|forceOctaveJump=0|avoidClusters=0	osc=0.000000|cutoff=0.520000|resonance=0.550000|envAmount=0.820000|envDecay=0.250000	1	REC_ACID_CHICAGO_JACK	Chicago Jack	124	52	3	0a2a6211ef00dcf2214dfd4704b6c34b424b1c9d	kAcidProfile	rhythms=405,408|feels=0,3|bass=2,5,7,9|chord=3,4,6,9|progressions=1,2|melodic=3,4,8,10|motifs=1,2,3,5|phrases=1,2,20	rhythms=405@120,408@100|feels=0@120,3@45|bass=2@70,5@90,7@110,9@75|chord=3@75,4@110,6@85,9@70|progressions=1@190,2@35|melodic=3@80,4@85,8@110,10@100|motifs=1@70,2@110,3@65,5@90|phrases=1@65,2@110,20@70	4f13cc8e0d33e0214ab71ab66166445ea7d25e16020861bd387c2c3a9099f977	9c5c6a869d6b517417479fa445136d8c972ba4586a17923928165b15aff59c48	bpm=118:124:132|grid=16|density=6:13	52e9ca06ee1f8389baeb2ee7d34f2ef0c717399de8c624f549ce98dc6ea33e59	9f3c0de140688689933e6406b2fdec1bc35a0cc468c4a1f70bea761ad40cdbf0	bass_allowed_contours_mask=0x01f6|bass_preferred_contours_mask=0x00f0|bass_allowed_articulations_mask=0x0002|bass_preferred_articulations_mask=0x0000|melodic_allowed_rhythm_ops_mask=0x0002|melodic_preferred_rhythm_ops_mask=0x0000|melodic_allowed_contours_mask=0x0382|melodic_preferred_contours_mask=0x0082|melodic_allowed_motif_ops_mask=0x0002|melodic_preferred_motif_ops_mask=0x0000|bass_register_min=24|bass_register_max=47|bass_register_max_leap=23|secondary_register_min=48|secondary_register_max=71|secondary_register_max_leap=16	bb3bca5533d5ac6507a15b510c185fc9bb9ae2dfb20d95ce9c5860b9d78c2fd8	b4456f39f89bd8846b2921eed948935cc4136efc7f91a5023ac9398eea3e997f	rhythms=120@8472e7ee9e0758787d6f9d1c7d968dbc09a3dfa939353a6809c6e89b21f428a9|100@056302ee081226bdb7b6b966f8a13a032bd9030d864a7da793dea2e893fd6259	84c2c4172588891d8d5ca8656f82b670f8e9b947960017c0e05adb8fa7b504b3	1bfba3aa7094281faa125667ba61bb98ac81bacc9b47157cc3bc2719e50344e0	6393f02306882f7901892dd5be4a3c96fb1222a4cf1ec6d7742b4d952c66b927	9f30bc3f4562c3dd379e5b18634a94c5afd244c566377cc6576e54db4f1bdf72	34689675ed72163f6f0c0f0250464f0fca8a63a72176f85123fd6985b2f5180d	backed=1|recipe=REC_ACID_CHICAGO_JACK|display=Chicago Jack|bpm=124|swing=52|variations=3	f2bd12ede4ac6565278029dc47c2f8c9bc9c60ffacc1d5559708d8825d76d6e5	MATCHES_SUGGESTED_BPM	09a76859bc9c3ea9fbea58a4fccb393afd285a9734828ac361153fcb5a66bddf	ae1b3f1b9d299ad460fb893783654f9d0cdb4ed1391e374a6e93ac9e2b9170bb	MEMBERSHIP-CHANGE;MULTI-DOMAIN	COMPOSITION;CORRIDOR;DRUM	PARAMS;DRUM;BEHAVIOR;TIMBRE	ATLAS_METADATA	tonal.bass_articulation=PLAIN;tonal.melodic_rhythm_operation=PRESERVE;tonal.melodic_motif_operation=NONE
2	0	Acid	Acid	7	Rolling Acid	0	406:rolling_acid@120;407:syncopated_acid@110	0:STRAIGHT@120;3:PUSH/PULL@45	2:KICK LOCK@70;5:OFFBEAT PUSH@90;7:ROLLING DRIVE@110;9:SYNCOPATED HOOK@75	3:HALF BAR CHANGE@75;4:OFFBEAT STAB@110;6:ANTICIPATED CHANGE@85;9:SYNCOPATED COMP@70	1:STATIC MODAL@190;2:PEDAL DRONE@35	3:TWO-NOTE HOOK@80;4:PICKUP PHRASE@85;8:SYNCOPATED MOTIF@110;10:REPEATED CELL@100	1:SOURCE ORDER@70;2:TWO-NOTE CELL@110;3:MIRROR@65;5:PIVOT@90	2:LOOP/2bar@55;20:REPEAT/REPLY/4bar@100;36:DEVELOP/RETURN/4bar@120	126	145	136	16	8	15	Melodic	RollingAcid	0x01f6	ROOT ANCHOR;ROOT/FIFTH;NEIGHBOR RETURN;STEP APPROACH;LEAP RETURN;ROOT/FIFTH/NEIGHBOR;PEDAL TURN	0x00f0	NEIGHBOR RETURN;STEP APPROACH;LEAP RETURN;ROOT/FIFTH/NEIGHBOR	0x0002	PLAIN	0x0000	NONE	0x0002	PRESERVE	0x0000	NONE	0x0382	STATIC;NEIGHBOR;REPEAT THEN UP;REPEAT THEN DOWN	0x0082	STATIC;NEIGHBOR	0x0002	NONE	0x0000	NONE	24	47	23	48	71	16	minNotes=10|maxNotes=16|minOctave=36|maxOctave=72|slide=0.400000|accent=0.500000|gate=0.800000|swing=0.040000|microTiming=0.060000|velocityMin=82|velocityMax=124|preferDownbeats=0|allowRepeats=1|rootBias=0.420000|ghost=0.050000|chromatic=0.100000|sparseKick=0|sparseHats=0|noAccents=0|fill=0.420000|drumSyncopation=0.240000|drumPreferOffbeat=0|drumVoiceCount=8	RECIPE_OVERRIDE	kickMask=0x8888|snareMask=0x0808|hatMask=0xaaaa|openHatMask=0x2222|kickGhost=0.040000|snareGhost=0.050000|hatVariation=0.200000|kickVelocity=124|snareVelocity=104|hatVelocity=84|useRim=0|useClap=1	stepMask=0xffff|motifLength=6|preferredScale=1|useMotif=1|allowChromatic=1|forceOctaveJump=0|avoidClusters=0	osc=0.000000|cutoff=0.600000|resonance=0.620000|envAmount=0.880000|envDecay=0.320000	1	REC_ACID_ROLLING	Rolling Acid	128	54	3	0a2a6211ef00dcf2214dfd4704b6c34b424b1c9d	kAcidProfile	rhythms=406,407|feels=0,3|bass=2,5,7,9|chord=3,4,6,9|progressions=1,2|melodic=3,4,8,10|motifs=1,2,3,5|phrases=2,20,36	rhythms=406@120,407@110|feels=0@120,3@45|bass=2@70,5@90,7@110,9@75|chord=3@75,4@110,6@85,9@70|progressions=1@190,2@35|melodic=3@80,4@85,8@110,10@100|motifs=1@70,2@110,3@65,5@90|phrases=2@55,20@100,36@120	e4181588e6a202a2ef75e365740dff31670eb4b6614ec35813934aaa453f1084	5a70ead697c9fcbdca61e9d4abd9c94a0112517193d5013cb5bed4267ca3f688	bpm=126:136:145|grid=16|density=8:15	461a47be9e2e98b4e29fb84254c141e5f2fedb16a3a52817afeaddf7c7f81f82	9f3c0de140688689933e6406b2fdec1bc35a0cc468c4a1f70bea761ad40cdbf0	bass_allowed_contours_mask=0x01f6|bass_preferred_contours_mask=0x00f0|bass_allowed_articulations_mask=0x0002|bass_preferred_articulations_mask=0x0000|melodic_allowed_rhythm_ops_mask=0x0002|melodic_preferred_rhythm_ops_mask=0x0000|melodic_allowed_contours_mask=0x0382|melodic_preferred_contours_mask=0x0082|melodic_allowed_motif_ops_mask=0x0002|melodic_preferred_motif_ops_mask=0x0000|bass_register_min=24|bass_register_max=47|bass_register_max_leap=23|secondary_register_min=48|secondary_register_max=71|secondary_register_max_leap=16	bb3bca5533d5ac6507a15b510c185fc9bb9ae2dfb20d95ce9c5860b9d78c2fd8	4e5bffa3809f48c09894e6d618ea956f4aae2c5dba22c6cb06ffb3f6e2aff1d8	rhythms=120@d066bb41ef7e41bf04bc9bbb4532c8002c7f43d54418583754fcc3c0bdb78977|110@cddc2d02365582405e368741d611c25d960a1e1d8e05059afa6bb2e3f99c928d	c0e9f088d2a0a3d88f43903f592a2379024667a1a1e916ae7a84c0394e92016c	caff05398a9b53309aaaa8698706ac3db87367f8c8262f61bd28d67f79dad20c	9f46020f28a53f3e0e48151b8b7993c21f14425d17c2d8f602ade375be684648	5f34769ba3fa9a41e5755a37e44775cc298a5f2fb4dfd08dea02aa20514251ee	e6d8f9ff64a39ca3bca787bc7e4004fef91772dd9551e5c3d385dc345a3e6adf	backed=1|recipe=REC_ACID_ROLLING|display=Rolling Acid|bpm=128|swing=54|variations=3	4fac73d8cecccc36aa31776eae00b55eaf373b8607f0c65ff3c526171fc4b012	INSIDE_CORRIDOR	e9e63334c9cb07ab47d162838465f94b2942b8019c5e35927ccfce73cf6099e2	2b3dce86356eb9ca3d2e9fa5c7703cb28427deef03d3517b5bae25a7578c71b6	MEMBERSHIP-CHANGE;MULTI-DOMAIN	COMPOSITION;CORRIDOR;DRUM	PARAMS;DRUM;BEHAVIOR;TIMBRE	ATLAS_METADATA	tonal.bass_articulation=PLAIN;tonal.melodic_rhythm_operation=PRESERVE;tonal.melodic_motif_operation=NONE
3	1	Outrun	Synthwave	0	BASE	1	401:straight_drive@90;403:hypnotic_sparse@120;711:stacked_quarters@110;713:funk_house_bridge@100	0:STRAIGHT@120;3:PUSH/PULL@45	1:ROOT PULSE@100;7:ROLLING DRIVE@95;9:SYNCOPATED HOOK@110	1:HELD PAD@110;2:WHOLE BAR HOLD@100;5:BACKBEAT STAB@35;7:SPARSE CHORD REPLY@120	1:STATIC MODAL@50;3:POP CYCLE@150;7:BORROWED LIFT@45	3:TWO-NOTE HOOK@80;4:PICKUP PHRASE@85;8:SYNCOPATED MOTIF@110;10:REPEATED CELL@100	1:SOURCE ORDER@70;2:TWO-NOTE CELL@110;3:MIRROR@65;5:PIVOT@90	2:LOOP/2bar@55;20:REPEAT/REPLY/4bar@100;36:DEVELOP/RETURN/4bar@120	88	125	108	16	4	11	Melodic	Stage7Composition	0x0156	ROOT ANCHOR;ROOT/FIFTH;NEIGHBOR RETURN;LEAP RETURN;PEDAL TURN	0x0054	ROOT/FIFTH;NEIGHBOR RETURN;LEAP RETURN	0x0002	PLAIN	0x0000	NONE	0x0002	PRESERVE	0x0000	NONE	0x03fe	STATIC;STEP UP;STEP DOWN;ARCH;INVERTED ARCH;LEAP RETURN;NEIGHBOR;REPEAT THEN UP;REPEAT THEN DOWN	0x00dc	STEP UP;STEP DOWN;ARCH;LEAP RETURN;NEIGHBOR	0x0002	NONE	0x0000	NONE	24	47	23	48	71	16	minNotes=10|maxNotes=14|minOctave=48|maxOctave=72|slide=0.120000|accent=0.250000|gate=0.700000|swing=0.080000|microTiming=0.010000|velocityMin=90|velocityMax=118|preferDownbeats=0|allowRepeats=1|rootBias=0.100000|ghost=0.030000|chromatic=0.050000|sparseKick=0|sparseHats=0|noAccents=0|fill=0.400000|drumSyncopation=0.120000|drumPreferOffbeat=0|drumVoiceCount=6	BASE_MODE_TEMPLATE	kickMask=0x8080|snareMask=0x0808|hatMask=0xaaaa|openHatMask=0x0202|kickGhost=0.100000|snareGhost=0.070000|hatVariation=0.250000|kickVelocity=106|snareVelocity=96|hatVelocity=78|useRim=1|useClap=0	stepMask=0xffff|motifLength=6|preferredScale=2|useMotif=1|allowChromatic=0|forceOctaveJump=1|avoidClusters=0	osc=0.000000|cutoff=0.720000|resonance=0.180000|envAmount=0.580000|envDecay=0.300000	0	NONE	NONE	0	0	0	0a2a6211ef00dcf2214dfd4704b6c34b424b1c9d	kSynthProfile	rhythms=401,403,711,713|feels=0,3|bass=1,7,9|chord=1,2,5,7|progressions=1,3,7|melodic=3,4,8,10|motifs=1,2,3,5|phrases=2,20,36	rhythms=401@90,403@120,711@110,713@100|feels=0@120,3@45|bass=1@100,7@95,9@110|chord=1@110,2@100,5@35,7@120|progressions=1@50,3@150,7@45|melodic=3@80,4@85,8@110,10@100|motifs=1@70,2@110,3@65,5@90|phrases=2@55,20@100,36@120	f67f57335a54f77a2987a6ada96d0e8a9758858206cb123ef31f805b31c2805e	ee3e83ade487662af38932568cedc583d9b229ae8d1535bbf86df6b290d88c5b	bpm=88:108:125|grid=16|density=4:11	6f690dd1226b7afaea1dcba15404e8fd132638f1623742ceee424de51a1bf861	9f3c0de140688689933e6406b2fdec1bc35a0cc468c4a1f70bea761ad40cdbf0	bass_allowed_contours_mask=0x0156|bass_preferred_contours_mask=0x0054|bass_allowed_articulations_mask=0x0002|bass_preferred_articulations_mask=0x0000|melodic_allowed_rhythm_ops_mask=0x0002|melodic_preferred_rhythm_ops_mask=0x0000|melodic_allowed_contours_mask=0x03fe|melodic_preferred_contours_mask=0x00dc|melodic_allowed_motif_ops_mask=0x0002|melodic_preferred_motif_ops_mask=0x0000|bass_register_min=24|bass_register_max=47|bass_register_max_leap=23|secondary_register_min=48|secondary_register_max=71|secondary_register_max_leap=16	9ac37ac14d0d6214a208ace541755a8fdbb7923e6baf4d1fa9861452b4d9ae1c	c17cb9afa69a54b31ca8675fdb127b1c04efe0685e2a5ffdbcf01eaf21adde90	rhythms=90@58ead95419354e0b8d933f05d1c920d3e3a24dd9c8a90aa88d0a3c6dd5175726|120@335cdf9baf4614637fcbba7a72e9078100e8e9c10d2cebf93c063e05a086a1be|110@d6c51e4693ddcd55602ab1e024929085d586e4e360585a33b2362eae86b193a8|100@6e94a20bb5945ce8175696b18f89200b1f0d569105da82a5c004da69cf3e4f28	21e65b7f7d7fa2a87ded1f8bd3e143fde58ce8f05aa84623479df9e9b2efb03d	26f30846b60e4b9707a88de58b119fb117cf71efcd3c301de01b5f179c9bdaed	1d349b49578388ed1199d703da3dc953a9593bb0a182a4c8e182408ea51d6e23	b47206674174ac1bef0a74d3aeed518619a024e1a3440849abfbbfe4f5cc19dd	fe2da8710d1d178028d20a4e691a161d3cb35351ea5570dded8fdef5b762b694	backed=0|recipe=NONE|display=NONE|bpm=0|swing=0|variations=0	9e4a5a9f8b4359a1b43f86367ad5c05e1a41e02c5d380972712b52d1bd0fdebd	NOT_ATLAS_BACKED	4b470097f2085d117fdfaf2ffa244e2e9b8d9378b7e16fd683ee5f36c73d8e30	a0b4f3a30cd29a64062c5759e8621c3db56c33df55e18966c5c94d65722efbfb	BASE	NONE	NONE	NONE	tonal.bass_articulation=PLAIN;tonal.melodic_rhythm_operation=PRESERVE;tonal.melodic_motif_operation=NONE
