archetype_id	archetype_key	name	family	bpm_min	bpm_max	semantic_payload	drum_payload	semantic_payload_fingerprint	drum_payload_fingerprint
411	10	sparse_skank	5	88	124	family=5|suggestedBpmMin=88|suggestedBpmMax=124|allowedPhraseBars=1|activeRoles=0x007f|lanes=0:0x0000:0x8000:0x0020:0x0002:0x0000:0x0000:0x0000:0x0000:1:3:1:0:0,1:0x0000:0x0080:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:1:1:1:0:0,2:0x0000:0x0202:0x0000:0x2020:0x0000:0x0000:0x0000:0x0000:2:4:1:0:0,3:0x0000:0x0000:0x1010:0x0000:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0,4:0x0000:0x0000:0x0101:0x0404:0x0000:0x0000:0x0000:0x0000:1:4:1:0:0,5:0x0000:0x8000:0x0202:0x0020:0x0000:0x0000:0x8002:0x0000:1:4:1:0:0,6:0x0000:0x2020:0x0202:0x0000:0x0000:0x0000:0x2020:0x0000:2:4:0:0:0|protected=0x0808:0x0061|relationships=0:6:3:0:0:0xffff:2:3:0:0:0:0:65,1:0:0:1:0:0xffff:0:0:0:0:0:0:0|transforms=|trajectories=1:100:7|timing=1:0x1111:0x007c|density=8:10:22:5|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	family=5|suggestedBpmMin=88|suggestedBpmMax=124|allowedPhraseBars=1|activeRoles=0x001f|lanes=0:0x0000:0x8000:0x0020:0x0002:0x0000:0x0000:0x0000:0x0000:1:3:1:0:0,1:0x0000:0x0080:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:1:1:1:0:0,2:0x0000:0x0202:0x0000:0x2020:0x0000:0x0000:0x0000:0x0000:2:4:1:0:0,3:0x0000:0x0000:0x1010:0x0000:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0,4:0x0000:0x0000:0x0101:0x0404:0x0000:0x0000:0x0000:0x0000:1:4:1:0:0|protected=0x0808:0x0001|relationships=0:6:3:0:0:0xffff:2:3:0:0:0:0:65,1:0:0:1:0:0xffff:0:0:0:0:0:0:0|transforms=|trajectories=1:100:7|timing=1:0x1111:0x001c|density=8:10:22:5|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	74331aa5a36cd3f4a7b79f3ce7c4fcd7681b5f1f0921bd904a151d6f9987b190	7bdb393e6dcc18873f73e88cdc0589ace8f5bb5f0dbdda079c7460170ddce92b
412	11	chord_response	5	96	128	family=5|suggestedBpmMin=96|suggestedBpmMax=128|allowedPhraseBars=1|activeRoles=0x007f|lanes=0:0x0000:0x8000:0x0020:0x0002:0x0000:0x0000:0x0000:0x0000:1:3:1:0:0,1:0x0000:0x0080:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:1:1:1:0:0,2:0x0000:0x0202:0x2020:0x0000:0x0000:0x0000:0x0000:0x0000:2:4:1:0:0,3:0x0000:0x0000:0x1010:0x0000:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0,4:0x0000:0x0000:0x0101:0x0404:0x0000:0x0000:0x0000:0x0000:0:3:1:0:0,5:0x0000:0x8000:0x0082:0x0200:0x0000:0x0000:0x8002:0x0000:1:4:1:0:0,6:0x0000:0x2020:0x0202:0x1010:0x0000:0x1010:0x2020:0x0000:2:5:1:0:0|protected=0x0808:0x0021|relationships=0:6:3:0:0:0xffff:2:3:0:0:0:0:85,6:4:4:0:0:0xffff:0:0:0:0:0:0:40|transforms=|trajectories=1:100:7|timing=1:0x1111:0x007c|density=9:12:24:6|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	family=5|suggestedBpmMin=96|suggestedBpmMax=128|allowedPhraseBars=1|activeRoles=0x001f|lanes=0:0x0000:0x8000:0x0020:0x0002:0x0000:0x0000:0x0000:0x0000:1:3:1:0:0,1:0x0000:0x0080:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:1:1:1:0:0,2:0x0000:0x0202:0x2020:0x0000:0x0000:0x0000:0x0000:0x0000:2:4:1:0:0,3:0x0000:0x0000:0x1010:0x0000:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0,4:0x0000:0x0000:0x0101:0x0404:0x0000:0x0000:0x0000:0x0000:0:3:1:0:0|protected=0x0808:0x0001|relationships=0:6:3:0:0:0xffff:2:3:0:0:0:0:85,6:4:4:0:0:0xffff:0:0:0:0:0:0:40|transforms=|trajectories=1:100:7|timing=1:0x1111:0x001c|density=9:12:24:6|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	4349403aac116eaf8a3e24bc25d849b1ca543c59474b6b3c625ecfe113f195d9	eefa93493bac0622096b556ce2ded36f8db496694113a58765b2eadd25315767
413	12	two_step_roll	2	160	180	family=2|suggestedBpmMin=160|suggestedBpmMax=180|allowedPhraseBars=1|activeRoles=0x003f|lanes=0:0x0000:0x8020:0x0202:0x1000:0x0000:0x0000:0x0000:0x0000:2:4:1:0:0,1:0x0000:0x0808:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:2:2:1:0:0,2:0x0000:0x2222:0x0000:0x1100:0x0000:0x0000:0x0000:0x0000:4:6:1:0:0,3:0x0000:0x0000:0x0000:0x0101:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0,4:0x0000:0x1010:0x0101:0x4040:0x0000:0x0000:0x0000:0x0000:2:6:1:0:0,5:0x0000:0x8080:0x0202:0x1010:0x0000:0x0202:0x0000:0x0000:2:5:1:0:0|protected=0x0808:0x0021|relationships=0:4:3:0:0:0xffff:1:2:0:0:0:0:70,1:0:0:1:0:0xffff:0:0:0:0:0:0:0|transforms=|trajectories=1:100:7|timing=0:0x0000:0x0000|density=12:15:25:6|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	family=2|suggestedBpmMin=160|suggestedBpmMax=180|allowedPhraseBars=1|activeRoles=0x001f|lanes=0:0x0000:0x8020:0x0202:0x1000:0x0000:0x0000:0x0000:0x0000:2:4:1:0:0,1:0x0000:0x0808:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:2:2:1:0:0,2:0x0000:0x2222:0x0000:0x1100:0x0000:0x0000:0x0000:0x0000:4:6:1:0:0,3:0x0000:0x0000:0x0000:0x0101:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0,4:0x0000:0x1010:0x0101:0x4040:0x0000:0x0000:0x0000:0x0000:2:6:1:0:0|protected=0x0808:0x0001|relationships=0:4:3:0:0:0xffff:1:2:0:0:0:0:70,1:0:0:1:0:0xffff:0:0:0:0:0:0:0|transforms=|trajectories=1:100:7|timing=0:0x0000:0x0000|density=12:15:25:6|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	443d65fd963a3697b8a730b4618adf814e5e51a96c7ba4e943583296207d796f	87e2d2882536c6dd248c966a277c9659e498797f8ce43ed5a3611a6c88daa8cd
414	13	ghosted_roll	2	164	182	family=2|suggestedBpmMin=164|suggestedBpmMax=182|allowedPhraseBars=1|activeRoles=0x003f|lanes=0:0x0000:0x8020:0x0202:0x0000:0x0000:0x0000:0x0000:0x0000:2:4:1:0:0,1:0x0000:0x0808:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:2:2:1:0:0,2:0x0000:0x2222:0x0000:0x5555:0x0000:0x0000:0x0000:0x0000:4:8:3:0:0,3:0x0000:0x0000:0x0000:0x0101:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0,4:0x0000:0x1010:0x0101:0x4040:0x0000:0x0000:0x0000:0x0000:2:6:2:0:0,5:0x0000:0x8080:0x0202:0x1010:0x0000:0x0202:0x0000:0x0000:2:5:1:0:0|protected=0x0808:0x0021|relationships=0:2:4:0:0:0xffff:0:0:0:0:0:0:65,1:0:0:1:0:0xffff:0:0:0:0:0:0:0|transforms=|trajectories=1:100:7|timing=0:0x0000:0x0000|density=12:17:30:10|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	family=2|suggestedBpmMin=164|suggestedBpmMax=182|allowedPhraseBars=1|activeRoles=0x001f|lanes=0:0x0000:0x8020:0x0202:0x0000:0x0000:0x0000:0x0000:0x0000:2:4:1:0:0,1:0x0000:0x0808:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:2:2:1:0:0,2:0x0000:0x2222:0x0000:0x5555:0x0000:0x0000:0x0000:0x0000:4:8:3:0:0,3:0x0000:0x0000:0x0000:0x0101:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0,4:0x0000:0x1010:0x0101:0x4040:0x0000:0x0000:0x0000:0x0000:2:6:2:0:0|protected=0x0808:0x0001|relationships=0:2:4:0:0:0xffff:0:0:0:0:0:0:65,1:0:0:1:0:0xffff:0:0:0:0:0:0:0|transforms=|trajectories=1:100:7|timing=0:0x0000:0x0000|density=12:17:30:10|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	d24a5c9d9c0864474a4464e2611b8be1aee0e2c9f6a9c052b64ede799fafcb49	08f122fe889c900fa68ee1c85c0edc579bdd84e9d9339a16078dbcf80a6ba267
415	14	sparse_fast_break	2	158	178	family=2|suggestedBpmMin=158|suggestedBpmMax=178|allowedPhraseBars=1|activeRoles=0x003f|lanes=0:0x0000:0x8000:0x0020:0x0202:0x0000:0x0000:0x0000:0x0000:1:3:1:0:0,1:0x0000:0x0808:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:2:2:1:0:0,2:0x0000:0x2020:0x0202:0x0000:0x0000:0x0000:0x0000:0x0000:2:4:1:0:0,3:0x0000:0x0000:0x0000:0x0101:0x0000:0x0000:0x0000:0x0000:0:1:1:0:0,4:0x0000:0x0000:0x1010:0x0101:0x0000:0x0000:0x0000:0x0000:1:4:1:0:0,5:0x0000:0x8000:0x0202:0x0020:0x0000:0x0200:0x0000:0x0000:1:4:1:0:0|protected=0x0808:0x0001|relationships=0:4:3:0:0:0xffff:1:3:0:0:0:0:60,1:0:0:1:0:0xffff:0:0:0:0:0:0:0|transforms=|trajectories=1:100:7|timing=0:0x0000:0x0000|density=8:11:19:5|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	family=2|suggestedBpmMin=158|suggestedBpmMax=178|allowedPhraseBars=1|activeRoles=0x001f|lanes=0:0x0000:0x8000:0x0020:0x0202:0x0000:0x0000:0x0000:0x0000:1:3:1:0:0,1:0x0000:0x0808:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:2:2:1:0:0,2:0x0000:0x2020:0x0202:0x0000:0x0000:0x0000:0x0000:0x0000:2:4:1:0:0,3:0x0000:0x0000:0x0000:0x0101:0x0000:0x0000:0x0000:0x0000:0:1:1:0:0,4:0x0000:0x0000:0x1010:0x0101:0x0000:0x0000:0x0000:0x0000:1:4:1:0:0|protected=0x0808:0x0001|relationships=0:4:3:0:0:0xffff:1:3:0:0:0:0:60,1:0:0:1:0:0xffff:0:0:0:0:0:0:0|transforms=|trajectories=1:100:7|timing=0:0x0000:0x0000|density=8:11:19:5|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	aed3a9e4d7a5b3242d89bdf9187dc0ee58498a4717c3fe094577377a4350e212	e74d4aadfb9065f805fd659a69e325cde5f8ac918c9db8b91de4aa8165913cc0
416	15	halftime_switch	2	150	176	family=2|suggestedBpmMin=150|suggestedBpmMax=176|allowedPhraseBars=1|activeRoles=0x003f|lanes=0:0x0000:0x8020:0x0002:0x0000:0x0000:0x0000:0x0000:0x0000:2:3:1:0:0,1:0x0000:0x0080:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:1:1:1:0:0,2:0x0000:0x2222:0x0000:0x1010:0x0000:0x0000:0x0000:0x0000:4:6:1:0:0,3:0x0000:0x0000:0x0000:0x0101:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0,4:0x0000:0x0808:0x0000:0x1010:0x0000:0x0000:0x0000:0x0000:2:4:1:0:0,5:0x0000:0x8080:0x0022:0x0000:0x0000:0x0000:0x8080:0x0000:3:4:1:0:0|protected=0x0080:0x0001|relationships=1:0:0:1:0:0xffff:0:0:0:0:0:0:0,1:4:3:0:0:0xffff:3:4:0:0:0:0:55|transforms=|trajectories=1:100:7|timing=0:0x0000:0x0000|density=12:12:23:5|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	family=2|suggestedBpmMin=150|suggestedBpmMax=176|allowedPhraseBars=1|activeRoles=0x001f|lanes=0:0x0000:0x8020:0x0002:0x0000:0x0000:0x0000:0x0000:0x0000:2:3:1:0:0,1:0x0000:0x0080:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:1:1:1:0:0,2:0x0000:0x2222:0x0000:0x1010:0x0000:0x0000:0x0000:0x0000:4:6:1:0:0,3:0x0000:0x0000:0x0000:0x0101:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0,4:0x0000:0x0808:0x0000:0x1010:0x0000:0x0000:0x0000:0x0000:2:4:1:0:0|protected=0x0080:0x0001|relationships=1:0:0:1:0:0xffff:0:0:0:0:0:0:0,1:4:3:0:0:0xffff:3:4:0:0:0:0:55|transforms=|trajectories=1:100:7|timing=0:0x0000:0x0000|density=12:12:23:5|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	0b22f4f7667c98232f4d6324fde453cd71294d44ee25c3c4e727de10cd7f07a3	f5941032d43efd25f1eeda27de224702ce77b1bf895b1c1dda42516256b08640
417	16	classic_2step	3	128	138	family=3|suggestedBpmMin=128|suggestedBpmMax=138|allowedPhraseBars=1|activeRoles=0x003f|lanes=0:0x0000:0x8000:0x0220:0x0002:0x0000:0x0000:0x0000:0x0000:2:4:1:0:0,1:0x0000:0x0808:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:2:2:1:0:0,2:0x0000:0x2020:0x0202:0x1010:0x0000:0x0000:0x0000:0x0000:2:6:1:0:0,3:0x0000:0x0000:0x0202:0x1010:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0,4:0x0000:0x1000:0x0101:0x4040:0x0000:0x0000:0x0000:0x0000:2:5:1:0:0,5:0x0000:0x8000:0x1020:0x0202:0x0000:0x0000:0x8020:0x0000:2:5:1:0:0|protected=0x0808:0x0021|relationships=0:5:4:0:0:0xffff:0:0:0:0:0:0:70,1:0:0:1:0:0xffff:0:0:0:0:0:0:0|transforms=|trajectories=1:100:7|timing=2:0x2222:0x003c|density=10:13:24:6|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	family=3|suggestedBpmMin=128|suggestedBpmMax=138|allowedPhraseBars=1|activeRoles=0x001f|lanes=0:0x0000:0x8000:0x0220:0x0002:0x0000:0x0000:0x0000:0x0000:2:4:1:0:0,1:0x0000:0x0808:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:2:2:1:0:0,2:0x0000:0x2020:0x0202:0x1010:0x0000:0x0000:0x0000:0x0000:2:6:1:0:0,3:0x0000:0x0000:0x0202:0x1010:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0,4:0x0000:0x1000:0x0101:0x4040:0x0000:0x0000:0x0000:0x0000:2:5:1:0:0|protected=0x0808:0x0001|relationships=0:5:4:0:0:0xffff:0:0:0:0:0:0:70,1:0:0:1:0:0xffff:0:0:0:0:0:0:0|transforms=|trajectories=1:100:7|timing=2:0x2222:0x001c|density=10:13:24:6|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	64ff698f6d3777e9b3e27b978fd7e43e2339165894fa43bba643dce2dd56280f	e420861de9bb5443d1ca1ad9bc0f4d0ab073f60381bc30b32a2fcf9ae2290f63
418	17	skippy_2step	3	130	142	family=3|suggestedBpmMin=130|suggestedBpmMax=142|allowedPhraseBars=1|activeRoles=0x003f|lanes=0:0x0000:0x8000:0x1020:0x0202:0x0000:0x0000:0x0000:0x0000:2:4:1:0:0,1:0x0000:0x0808:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:2:2:1:0:0,2:0x0000:0x2222:0x0000:0x1111:0x0000:0x0000:0x0000:0x0000:4:7:1:0:0,3:0x0000:0x0000:0x0202:0x1010:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0,4:0x0000:0x1000:0x0101:0x4040:0x0000:0x0000:0x0000:0x0000:1:5:1:0:0,5:0x0000:0x8000:0x1020:0x0202:0x0000:0x1000:0x0000:0x0000:2:5:1:0:0|protected=0x0808:0x0021|relationships=0:5:4:0:0:0xffff:0:0:0:0:0:0:80,1:0:0:1:0:0xffff:0:0:0:0:0:0:0|transforms=|trajectories=1:100:7|timing=2:0x2222:0x003c|density=11:15:27:8|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	family=3|suggestedBpmMin=130|suggestedBpmMax=142|allowedPhraseBars=1|activeRoles=0x001f|lanes=0:0x0000:0x8000:0x1020:0x0202:0x0000:0x0000:0x0000:0x0000:2:4:1:0:0,1:0x0000:0x0808:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:2:2:1:0:0,2:0x0000:0x2222:0x0000:0x1111:0x0000:0x0000:0x0000:0x0000:4:7:1:0:0,3:0x0000:0x0000:0x0202:0x1010:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0,4:0x0000:0x1000:0x0101:0x4040:0x0000:0x0000:0x0000:0x0000:1:5:1:0:0|protected=0x0808:0x0001|relationships=0:5:4:0:0:0xffff:0:0:0:0:0:0:80,1:0:0:1:0:0xffff:0:0:0:0:0:0:0|transforms=|trajectories=1:100:7|timing=2:0x2222:0x001c|density=11:15:27:8|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	ceca48c926960b8346929f6a1ad247768882c2fc246a8be7663becd05a3355dd	4f66189f045dc0cde01d538da86f6c3ba3bf3c21ce834db656119c211a5d4d82
419	18	shuffled_4x4	3	126	140	family=3|suggestedBpmMin=126|suggestedBpmMax=140|allowedPhraseBars=1|activeRoles=0x003f|lanes=0:0x0000:0x8888:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:4:4:1:0:0,1:0x0000:0x0808:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:2:2:1:0:0,2:0x0000:0x2020:0x0202:0x1010:0x0000:0x0000:0x0000:0x0000:2:5:1:0:0,3:0x0000:0x0202:0x0000:0x1010:0x0000:0x0000:0x0000:0x0000:2:4:1:0:0,4:0x0000:0x0000:0x0101:0x1010:0x0000:0x0000:0x0000:0x0000:0:3:1:0:0,5:0x0000:0x8080:0x0202:0x1010:0x0000:0x0202:0x0000:0x0000:2:5:1:0:0|protected=|relationships=0:2:4:0:0:0xffff:0:0:0:0:0:0:70,0:5:1:1:0:0xffff:0:0:2:4:0:0:0|transforms=|trajectories=1:100:7|timing=2:0x2222:0x003c|density=14:17:25:6|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	family=3|suggestedBpmMin=126|suggestedBpmMax=140|allowedPhraseBars=1|activeRoles=0x001f|lanes=0:0x0000:0x8888:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:4:4:1:0:0,1:0x0000:0x0808:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:2:2:1:0:0,2:0x0000:0x2020:0x0202:0x1010:0x0000:0x0000:0x0000:0x0000:2:5:1:0:0,3:0x0000:0x0202:0x0000:0x1010:0x0000:0x0000:0x0000:0x0000:2:4:1:0:0,4:0x0000:0x0000:0x0101:0x1010:0x0000:0x0000:0x0000:0x0000:0:3:1:0:0|protected=|relationships=0:2:4:0:0:0xffff:0:0:0:0:0:0:70,0:5:1:1:0:0xffff:0:0:2:4:0:0:0|transforms=|trajectories=1:100:7|timing=2:0x2222:0x001c|density=14:17:25:6|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	a9d8f6383c2e76ee5c45b95e7c6ac0ae3419a9008498db4b11186abf68e8123b	51829bd328713ced8977e6df4e583eded864ffc5c06be193d7658c2111226c7b
420	19	machine_syncopation	1	116	142	family=1|suggestedBpmMin=116|suggestedBpmMax=142|allowedPhraseBars=1|activeRoles=0x003f|lanes=0:0x0000:0x8120:0x0002:0x0000:0x0000:0x0000:0x0000:0x0000:3:4:1:0:0,1:0x0000:0x0808:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:2:2:1:0:0,2:0x0000:0x2222:0x0000:0x1010:0x0000:0x0000:0x0000:0x0000:4:6:1:0:0,3:0x0000:0x0000:0x0101:0x0000:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0,4:0x0000:0x1010:0x0101:0x4040:0x0000:0x0000:0x0000:0x0000:2:6:1:0:0,5:0x0000:0x8100:0x0022:0x1010:0x0000:0x0100:0x0000:0x0000:2:5:1:0:0|protected=0x0808:0x0021|relationships=0:4:3:0:0:0xffff:1:2:0:0:0:0:75,1:0:0:1:0:0xffff:0:0:0:0:0:0:0|transforms=|trajectories=1:100:7|timing=0:0x0000:0x0000|density=13:16:27:7|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	family=1|suggestedBpmMin=116|suggestedBpmMax=142|allowedPhraseBars=1|activeRoles=0x001f|lanes=0:0x0000:0x8120:0x0002:0x0000:0x0000:0x0000:0x0000:0x0000:3:4:1:0:0,1:0x0000:0x0808:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:2:2:1:0:0,2:0x0000:0x2222:0x0000:0x1010:0x0000:0x0000:0x0000:0x0000:4:6:1:0:0,3:0x0000:0x0000:0x0101:0x0000:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0,4:0x0000:0x1010:0x0101:0x4040:0x0000:0x0000:0x0000:0x0000:2:6:1:0:0|protected=0x0808:0x0001|relationships=0:4:3:0:0:0xffff:1:2:0:0:0:0:75,1:0:0:1:0:0xffff:0:0:0:0:0:0:0|transforms=|trajectories=1:100:7|timing=0:0x0000:0x0000|density=13:16:27:7|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	25347fe728619506f0000b7b3d497f2d27e8704b39c6a27c6268b997c17be25c	71b6dad74dd1ec2669fb58ff5458698021043b5b48122ac4429a6c0dcddc0a5e
711	20	stacked_quarters	0	122	122	family=0|suggestedBpmMin=122|suggestedBpmMax=122|allowedPhraseBars=1|activeRoles=0x001f|lanes=0:0x0000:0x8080:0x0808:0x0202:0x0000:0x0000:0x0000:0x0000:2:5:1:0:0,1:0x0000:0x0808:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:2:2:1:0:0,2:0x0000:0x0000:0x2222:0x8888:0x0000:0x0000:0x0000:0x0000:2:6:2:0:0,3:0x0000:0x0000:0x0000:0x0202:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0,4:0x0000:0x0000:0x0000:0x1111:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0|protected=|relationships=|transforms=|trajectories=1:100:7|timing=0:0x0000:0x0000|density=6:9:16:4|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	family=0|suggestedBpmMin=122|suggestedBpmMax=122|allowedPhraseBars=1|activeRoles=0x001f|lanes=0:0x0000:0x8080:0x0808:0x0202:0x0000:0x0000:0x0000:0x0000:2:5:1:0:0,1:0x0000:0x0808:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:2:2:1:0:0,2:0x0000:0x0000:0x2222:0x8888:0x0000:0x0000:0x0000:0x0000:2:6:2:0:0,3:0x0000:0x0000:0x0000:0x0202:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0,4:0x0000:0x0000:0x0000:0x1111:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0|protected=|relationships=|transforms=|trajectories=1:100:7|timing=0:0x0000:0x0000|density=6:9:16:4|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	d6c51e4693ddcd55602ab1e024929085d586e4e360585a33b2362eae86b193a8	d6c51e4693ddcd55602ab1e024929085d586e4e360585a33b2362eae86b193a8
712	21	electro_backskip	1	116	116	family=1|suggestedBpmMin=116|suggestedBpmMax=116|allowedPhraseBars=1|activeRoles=0x001f|lanes=0:0x0000:0x8020:0x1204:0x0081:0x0000:0x0000:0x0000:0x0000:2:5:1:0:0,1:0x0000:0x0808:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:2:2:1:0:0,2:0x0000:0x0000:0x2222:0x1111:0x0000:0x0000:0x0000:0x0000:2:6:2:0:0,3:0x0000:0x0000:0x0000:0x0202:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0,4:0x0000:0x0000:0x4040:0x0404:0x0000:0x0000:0x0000:0x0000:0:3:2:0:0|protected=|relationships=1:0:0:1:0:0xffff:0:0:0:0:0:0:0|transforms=|trajectories=1:100:7|timing=0:0x0000:0x0000|density=7:10:18:5|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	family=1|suggestedBpmMin=116|suggestedBpmMax=116|allowedPhraseBars=1|activeRoles=0x001f|lanes=0:0x0000:0x8020:0x1204:0x0081:0x0000:0x0000:0x0000:0x0000:2:5:1:0:0,1:0x0000:0x0808:0x0000:0x0000:0x0000:0x0000:0x0000:0x0000:2:2:1:0:0,2:0x0000:0x0000:0x2222:0x1111:0x0000:0x0000:0x0000:0x0000:2:6:2:0:0,3:0x0000:0x0000:0x0000:0x0202:0x0000:0x0000:0x0000:0x0000:0:2:1:0:0,4:0x0000:0x0000:0x4040:0x0404:0x0000:0x0000:0x0000:0x0000:0:3:2:0:0|protected=|relationships=1:0:0:1:0:0xffff:0:0:0:0:0:0:0|transforms=|trajectories=1:100:7|timing=0:0x0000:0x0000|density=7:10:18:5|mutation=0:0:0:0:0:0:0:0,2:0:0:0:4:0:0:0,3:0:0:0:1:0:0:0	dc775f294b7f436e818db620ea627d41ca6d44c36a8ee4afe449ad1f6027c9fb	dc775f294b7f436e818db620ea627d41ca6d44c36a8ee4afe449ad1f6027c9fb
